Hospital overall rating,Mortality national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Median Time Spent in Emergency Department Before Leaving,Median Time Spent in Emergency Department After Doctor Decides to Admit as Inpatient,Median Household Income,% of 25+ with High School Degree or Higher,% of 25+ with Bachelor Degree or Higher,Median Age,%65+,%White,%Black,%Hispanic/Latino
3.0,0.0,1.0,-1.0,0.0,0.0,130.0,146.0,38697.0,78.4,13.9,44.0,20.0,87.9,8.2,5.3
4.0,,1.0,1.0,,1.0,107.0,26.0,55503.0,91.6,26.7,43.9,20.4,95.8,0.6,3.5
,,,1.0,,,,,49940.0,94.1,28.4,36.1,15.4,92.0,2.3,14.3
,,,,-1.0,0.0,116.0,34.0,35745.0,79.4,17.6,41.7,18.3,47.2,51.6,1.5
1.0,0.0,-1.0,0.0,0.0,-1.0,232.0,411.0,34559.0,86.9,53.7,30.3,10.2,38.7,54.1,4.0
1.0,-1.0,1.0,-1.0,0.0,-1.0,152.0,155.0,52200.0,91.5,23.6,33.3,12.3,64.7,26.7,13.7
4.0,0.0,1.0,0.0,0.0,1.0,125.0,54.0,70048.0,91.5,22.8,49.9,24.5,97.1,0.9,0.7
4.0,0.0,0.0,1.0,0.0,0.0,131.0,66.0,40089.0,91.7,29.4,24.7,11.8,93.1,5.3,2.5
2.0,-1.0,-1.0,0.0,0.0,-1.0,162.0,192.0,27471.0,67.9,13.1,30.5,11.2,43.3,38.9,43.2
3.0,0.0,1.0,-1.0,0.0,1.0,126.0,72.0,61680.0,81.4,23.7,35.6,12.3,68.7,8.9,37.5
1.0,0.0,-1.0,-1.0,-1.0,-1.0,152.0,109.0,66579.0,74.6,18.3,33.1,10.2,63.5,4.9,60.9
2.0,0.0,1.0,0.0,-1.0,-1.0,175.0,117.0,47642.0,91.8,45.2,31.5,12.2,54.3,35.0,5.8
4.0,,1.0,1.0,,,128.0,,57083.0,90.7,21.0,46.6,22.1,99.2,0.7,1.0
,,,,,,,,107619.0,88.6,53.5,43.8,20.7,40.5,2.9,8.4
,,,,,,,,41500.0,95.2,68.5,27.7,2.4,61.7,25.1,2.9
5.0,0.0,1.0,1.0,0.0,1.0,116.0,59.0,60527.0,92.8,18.8,35.6,16.8,99.8,0.1,3.1
2.0,0.0,-1.0,-1.0,0.0,0.0,139.0,131.0,76116.0,94.1,34.6,40.7,14.3,89.4,3.4,13.8
,,,,0.0,1.0,96.0,2.0,52137.0,89.3,17.1,47.2,24.5,100.0,0.0,2.9
,,,,,,,,47898.0,96.1,77.4,28.8,1.3,78.9,4.2,8.2
2.0,0.0,-1.0,-1.0,1.0,1.0,136.0,90.0,87992.0,95.9,46.4,52.4,32.1,95.8,2.4,13.9
,,0.0,,,0.0,84.0,45.0,48493.0,78.5,14.0,40.5,17.7,81.6,3.1,27.3
4.0,0.0,1.0,-1.0,0.0,0.0,169.0,132.0,61384.0,79.4,29.6,44.1,22.8,22.2,2.9,7.5
3.0,0.0,-1.0,-1.0,0.0,0.0,167.0,120.0,53535.0,91.6,17.3,44.3,18.9,95.4,3.4,2.9
,,,,,,,,25415.0,53.2,5.8,32.3,11.9,85.6,3.4,92.8
5.0,0.0,1.0,1.0,0.0,0.0,180.0,89.0,85723.0,96.0,46.1,46.7,22.8,97.6,2.0,2.8
4.0,0.0,1.0,0.0,0.0,0.0,161.0,94.0,48921.0,92.3,18.7,42.9,19.0,86.9,14.8,6.1
4.0,0.0,1.0,0.0,-1.0,0.0,148.0,101.0,,83.2,19.9,39.3,17.6,66.6,1.0,77.1
4.0,,0.0,1.0,,1.0,100.0,62.0,43375.0,87.0,15.7,48.0,24.9,98.3,0.3,4.0
5.0,,1.0,1.0,0.0,0.0,120.0,69.0,45580.0,90.5,21.5,31.7,13.2,94.1,1.3,3.4
,,,,,,,,27024.0,91.6,9.6,31.3,9.9,3.1,0.7,1.0
,,,,,,62.0,,60707.0,89.7,18.4,42.8,22.4,53.2,2.5,14.2
4.0,-1.0,1.0,1.0,1.0,1.0,155.0,45.0,28721.0,84.8,17.9,40.4,22.4,75.9,26.0,3.3
3.0,-1.0,-1.0,1.0,0.0,0.0,104.0,76.0,38450.0,84.6,19.3,47.7,22.6,95.2,3.0,2.5
,,,,,0.0,72.0,,40844.0,88.6,17.6,48.0,23.2,97.7,0.8,0.5
5.0,0.0,1.0,0.0,0.0,0.0,93.0,67.0,42571.0,86.9,14.7,43.2,17.9,83.4,15.6,2.4
4.0,0.0,1.0,1.0,0.0,0.0,150.0,77.0,39760.0,91.7,39.9,37.6,15.8,88.0,9.6,4.0
3.0,0.0,1.0,-1.0,0.0,0.0,126.0,101.0,57757.0,88.1,18.1,34.9,12.2,83.3,12.8,7.0
,,,,,,136.0,112.0,,100.0,5.7,22.5,0.0,52.9,27.1,32.9
2.0,-1.0,-1.0,-1.0,0.0,-1.0,212.0,162.0,40170.0,92.8,28.9,31.2,15.1,91.4,5.6,4.6
,,,,,,,,27471.0,67.9,13.1,30.5,11.2,43.3,38.9,43.2
3.0,0.0,1.0,0.0,0.0,1.0,160.0,48.0,50809.0,92.2,26.9,38.8,16.8,88.0,7.9,10.3
4.0,0.0,0.0,1.0,0.0,0.0,147.0,73.0,60554.0,91.8,34.7,43.8,19.4,95.8,0.6,13.6
,,,,,,,,71884.0,95.8,70.5,33.9,15.8,88.7,6.1,4.6
4.0,1.0,1.0,0.0,0.0,0.0,171.0,125.0,102210.0,96.0,48.5,31.2,5.7,85.1,5.8,17.8
,,0.0,,,,,,80434.0,90.4,22.8,30.6,7.8,40.3,2.6,5.8
,,,,,,132.0,16.0,52833.0,93.1,23.4,48.0,24.9,94.7,0.3,1.6
4.0,0.0,1.0,0.0,1.0,0.0,158.0,104.0,43243.0,75.7,15.3,26.9,8.7,88.7,4.3,49.6
4.0,0.0,0.0,1.0,0.0,-1.0,246.0,210.0,25865.0,85.2,38.5,22.8,7.0,40.3,44.5,5.1
5.0,1.0,-1.0,1.0,0.0,,,87.0,40431.0,88.2,12.8,46.4,19.4,97.9,1.8,3.5
3.0,,-1.0,1.0,,1.0,114.0,48.0,50915.0,90.4,19.3,42.6,18.7,97.1,2.1,1.8
4.0,0.0,0.0,,0.0,1.0,94.0,53.0,40559.0,83.3,16.1,40.2,18.8,88.2,5.7,10.2
3.0,0.0,0.0,,,0.0,105.0,55.0,37268.0,81.6,11.6,37.2,20.0,78.4,18.7,10.3
2.0,0.0,-1.0,-1.0,0.0,-1.0,138.0,120.0,60814.0,80.4,21.3,35.5,10.9,59.8,7.2,62.1
,,,1.0,0.0,0.0,118.0,33.0,61905.0,89.6,19.1,39.4,17.8,92.7,0.7,10.9
2.0,0.0,-1.0,0.0,0.0,-1.0,237.0,197.0,29100.0,88.0,49.8,21.4,6.1,64.9,22.3,8.6
5.0,0.0,1.0,0.0,0.0,0.0,152.0,74.0,72568.0,85.4,37.9,34.5,9.7,92.1,2.4,28.0
2.0,0.0,1.0,-1.0,0.0,-1.0,241.0,123.0,79196.0,93.5,45.0,39.9,16.4,84.5,11.8,8.1
3.0,,0.0,,,1.0,88.0,45.0,33808.0,78.7,14.3,38.5,15.3,80.8,18.8,2.3
2.0,0.0,0.0,0.0,0.0,0.0,83.0,61.0,47874.0,87.5,18.7,41.9,19.4,96.7,2.7,2.5
1.0,0.0,-1.0,-1.0,0.0,-1.0,180.0,125.0,103743.0,95.3,58.4,39.6,16.3,90.8,4.0,3.7
3.0,0.0,0.0,,,1.0,79.0,20.0,33906.0,81.7,12.8,39.7,17.7,82.9,17.4,6.8
3.0,0.0,-1.0,-1.0,0.0,0.0,133.0,83.0,50154.0,90.5,25.7,42.8,19.3,96.4,0.5,0.8
3.0,0.0,-1.0,0.0,1.0,-1.0,150.0,131.0,40656.0,78.8,23.4,34.9,13.9,88.6,6.3,52.1
,,,,,0.0,116.0,4.0,48087.0,87.8,13.6,49.5,25.9,97.9,0.2,4.0
3.0,0.0,0.0,,,0.0,113.0,26.0,28978.0,70.3,9.8,37.2,13.6,52.0,44.1,14.9
3.0,0.0,0.0,,,1.0,121.0,44.0,48261.0,94.0,23.5,45.9,23.1,97.5,0.2,6.9
4.0,,-1.0,1.0,0.0,0.0,137.0,44.0,76751.0,94.5,34.8,35.8,12.4,85.8,3.4,6.3
5.0,0.0,1.0,1.0,-1.0,1.0,141.0,53.0,53176.0,91.6,20.6,43.0,19.7,97.0,1.5,3.5
2.0,0.0,-1.0,0.0,0.0,0.0,160.0,71.0,57813.0,80.2,21.3,58.4,37.0,89.7,0.0,0.0
,,,,,0.0,146.0,5.0,51667.0,84.1,18.9,37.1,17.0,89.4,3.2,21.7
2.0,0.0,-1.0,-1.0,0.0,-1.0,124.0,136.0,62645.0,92.8,36.4,38.1,17.7,82.6,8.9,9.1
3.0,0.0,-1.0,-1.0,0.0,0.0,162.0,76.0,82474.0,88.9,44.4,41.7,18.1,83.0,5.9,20.4
,,0.0,,,1.0,88.0,24.0,37850.0,80.3,14.3,45.0,22.9,64.8,34.7,0.6
,,,,,,,,51544.0,80.3,12.1,33.1,11.6,71.4,20.0,62.0
3.0,1.0,-1.0,0.0,-1.0,-1.0,259.0,184.0,17179.0,100.0,87.7,19.4,0.0,79.4,7.4,2.9
2.0,0.0,-1.0,-1.0,1.0,0.0,150.0,98.0,40763.0,82.4,17.0,39.9,16.9,80.7,19.7,3.6
4.0,0.0,1.0,0.0,0.0,-1.0,168.0,107.0,52016.0,90.8,23.6,35.5,15.2,66.9,32.7,2.0
,,,,,1.0,92.0,0.0,55677.0,78.5,16.5,35.0,15.8,61.2,0.4,52.4
4.0,,0.0,,,0.0,,30.0,40292.0,89.9,16.9,48.0,23.2,92.3,6.5,8.9
5.0,0.0,-1.0,1.0,0.0,1.0,124.0,62.0,68375.0,90.6,35.1,49.6,23.5,97.9,0.7,18.1
3.0,0.0,0.0,0.0,-1.0,-1.0,170.0,161.0,69443.0,91.5,28.7,50.2,25.0,95.2,1.0,11.2
,,,,,1.0,57.0,63.0,49481.0,91.8,20.6,47.0,21.9,98.5,0.8,1.4
,,,,,1.0,100.0,50.0,47647.0,87.3,15.7,43.6,21.4,87.1,12.1,2.8
4.0,0.0,0.0,1.0,,,,,82259.0,92.8,30.7,41.4,17.6,90.1,4.6,10.6
4.0,0.0,1.0,1.0,0.0,0.0,186.0,127.0,50108.0,92.2,31.2,47.5,21.8,96.3,1.8,1.5
4.0,0.0,1.0,0.0,0.0,0.0,144.0,114.0,54266.0,89.8,26.3,42.4,18.5,88.5,12.4,2.2
,,,,,,,,36224.0,85.0,11.9,45.0,21.1,70.3,4.8,3.2
5.0,0.0,1.0,1.0,,1.0,89.0,16.0,54294.0,94.8,23.6,43.8,20.1,99.8,0.3,1.7
,,,,,,164.0,62.0,50305.0,83.0,28.5,33.4,9.6,35.2,53.3,19.9
2.0,-1.0,1.0,1.0,0.0,-1.0,166.0,150.0,90519.0,93.9,39.1,38.1,12.9,94.4,4.2,7.3
,,,,,,,8.0,46061.0,94.4,26.1,45.0,20.9,98.9,0.0,2.7
3.0,-1.0,-1.0,0.0,0.0,0.0,149.0,96.0,75194.0,89.5,23.2,44.9,18.6,88.3,11.3,2.6
,,,,,,191.0,,29778.0,67.2,16.0,33.2,14.5,87.6,0.0,85.7
4.0,1.0,1.0,0.0,0.0,0.0,174.0,128.0,134621.0,97.3,68.0,45.2,15.4,91.0,1.8,4.3
,,,,,,,,70444.0,93.5,50.7,38.2,13.7,83.6,9.0,20.8
3.0,0.0,1.0,-1.0,0.0,-1.0,171.0,252.0,144444.0,96.5,63.4,44.1,18.9,82.9,1.1,4.6
2.0,0.0,-1.0,1.0,0.0,,,204.0,50730.0,61.3,8.6,29.0,7.2,32.2,5.3,84.3
3.0,,0.0,,0.0,0.0,108.0,55.0,105334.0,95.2,51.0,39.8,13.6,91.3,7.0,4.7
4.0,0.0,-1.0,-1.0,0.0,0.0,161.0,95.0,52100.0,88.3,32.2,36.5,14.1,70.1,20.5,13.1
3.0,0.0,-1.0,1.0,0.0,0.0,105.0,70.0,41741.0,88.7,22.8,52.5,30.6,84.9,0.5,2.8
2.0,0.0,-1.0,-1.0,0.0,1.0,120.0,66.0,49329.0,84.4,15.4,34.9,11.5,64.0,26.2,60.3
3.0,0.0,1.0,0.0,-1.0,0.0,116.0,70.0,51609.0,90.4,19.3,38.9,17.1,91.3,8.7,4.5
3.0,,0.0,0.0,0.0,1.0,93.0,65.0,41790.0,82.0,16.2,43.4,18.8,95.7,3.8,3.1
3.0,1.0,-1.0,-1.0,0.0,-1.0,210.0,87.0,127448.0,95.2,61.0,38.7,16.0,76.6,17.0,3.2
4.0,0.0,0.0,1.0,0.0,1.0,112.0,67.0,50000.0,92.2,18.9,38.2,17.9,96.9,2.0,3.4
4.0,0.0,1.0,0.0,0.0,0.0,171.0,80.0,44599.0,76.4,12.6,31.9,11.9,68.1,22.1,26.3
5.0,1.0,-1.0,1.0,0.0,-1.0,303.0,204.0,,90.8,50.5,19.0,1.6,71.5,8.5,6.9
2.0,-1.0,-1.0,1.0,0.0,1.0,118.0,119.0,41339.0,88.7,20.0,53.0,32.5,98.7,0.4,2.8
4.0,0.0,1.0,0.0,0.0,1.0,171.0,65.0,81066.0,98.0,68.0,40.0,14.4,83.6,4.3,13.1
3.0,0.0,1.0,0.0,-1.0,0.0,168.0,92.0,46545.0,83.2,19.7,31.1,11.8,70.0,7.7,42.0
,,,,,1.0,75.0,5.0,58083.0,91.8,27.5,42.9,22.5,93.0,1.4,2.4
4.0,0.0,1.0,,0.0,0.0,129.0,58.0,46189.0,86.1,12.1,42.2,18.5,98.9,0.7,3.9
3.0,0.0,1.0,0.0,0.0,-1.0,141.0,170.0,41452.0,72.4,15.8,33.2,11.1,64.0,14.8,55.4
1.0,0.0,-1.0,-1.0,0.0,-1.0,175.0,314.0,43460.0,70.5,13.9,31.8,12.3,84.7,4.4,81.3
4.0,0.0,0.0,0.0,0.0,0.0,110.0,70.0,42485.0,71.4,11.3,35.0,14.8,73.7,8.9,34.3
2.0,,,-1.0,0.0,-1.0,140.0,165.0,63691.0,66.9,17.5,31.0,7.3,76.4,1.5,74.3
2.0,0.0,-1.0,-1.0,0.0,0.0,202.0,83.0,71173.0,87.6,29.9,37.6,12.3,75.8,14.9,11.1
2.0,-1.0,-1.0,0.0,0.0,1.0,98.0,60.0,47383.0,88.6,19.4,38.8,16.1,93.0,5.3,4.8
2.0,0.0,-1.0,-1.0,0.0,1.0,127.0,64.0,48810.0,92.9,31.5,44.0,20.9,94.5,4.9,1.0
,,,,,,153.0,76.0,67103.0,93.1,29.5,28.8,7.1,90.5,3.3,14.7
3.0,-1.0,0.0,0.0,0.0,0.0,184.0,92.0,41905.0,89.3,32.8,31.7,14.3,90.3,4.1,2.5
,,,,,0.0,129.0,44.0,30300.0,74.0,8.9,39.1,18.4,29.8,70.2,0.4
4.0,0.0,0.0,0.0,0.0,1.0,89.0,28.0,41208.0,85.7,12.7,40.6,17.7,82.9,16.4,3.4
,,,,,0.0,100.0,105.0,42973.0,80.2,16.1,31.6,11.1,84.7,7.7,61.5
5.0,0.0,1.0,1.0,0.0,0.0,110.0,59.0,93882.0,98.3,51.4,51.0,25.0,98.7,0.5,0.3
3.0,0.0,0.0,0.0,,,,98.0,40994.0,90.8,26.0,50.0,27.3,97.8,0.5,6.0
,,,,,,81.0,6.0,45089.0,96.2,19.0,41.2,20.6,98.0,0.2,6.0
3.0,0.0,-1.0,-1.0,0.0,-1.0,136.0,144.0,35028.0,53.6,3.8,30.0,7.5,56.0,17.6,70.1
3.0,0.0,0.0,0.0,0.0,0.0,115.0,60.0,47692.0,81.9,19.6,36.6,18.4,81.5,4.4,29.9
,,,,,1.0,125.0,5.0,52257.0,85.6,27.2,36.6,15.7,97.2,0.4,31.1
4.0,0.0,1.0,0.0,0.0,0.0,143.0,98.0,55668.0,85.3,20.5,33.5,14.5,82.4,2.8,29.0
2.0,0.0,-1.0,0.0,0.0,-1.0,281.0,270.0,70106.0,71.4,17.5,34.5,11.2,75.9,4.2,76.5
3.0,0.0,1.0,-1.0,0.0,0.0,159.0,95.0,78875.0,84.3,19.5,33.1,10.2,85.2,0.8,28.1
5.0,0.0,1.0,0.0,0.0,1.0,96.0,36.0,64170.0,92.5,36.5,38.0,16.1,87.0,0.9,2.9
,,,,,,,,71776.0,80.1,36.3,34.8,9.8,73.9,1.2,44.9
5.0,0.0,0.0,1.0,,1.0,107.0,67.0,81151.0,88.5,39.0,33.1,8.6,87.3,6.7,30.4
1.0,1.0,-1.0,-1.0,0.0,-1.0,206.0,346.0,75856.0,87.6,26.9,39.4,14.9,89.1,5.0,24.7
1.0,0.0,-1.0,-1.0,0.0,0.0,127.0,59.0,52165.0,83.6,24.6,43.1,18.4,76.5,21.7,25.7
5.0,0.0,1.0,1.0,0.0,0.0,166.0,77.0,45684.0,88.3,23.8,44.8,21.9,87.5,11.6,7.4
2.0,-1.0,-1.0,0.0,0.0,-1.0,164.0,94.0,34568.0,79.8,14.4,40.8,18.1,68.1,30.5,2.7
,,0.0,,,,,,54947.0,79.7,11.4,34.3,13.3,93.4,1.6,36.0
5.0,0.0,1.0,0.0,0.0,1.0,134.0,59.0,48826.0,93.4,37.6,29.4,14.0,92.9,1.8,3.4
1.0,0.0,-1.0,-1.0,0.0,-1.0,196.0,419.0,35412.0,80.5,18.2,30.8,12.1,71.5,14.2,39.2
3.0,0.0,1.0,0.0,-1.0,-1.0,284.0,114.0,56887.0,90.2,32.5,44.0,21.2,79.6,18.9,3.1
4.0,0.0,1.0,1.0,0.0,1.0,155.0,59.0,56196.0,96.6,46.6,38.3,19.8,88.3,8.6,5.3
,,,,,1.0,105.0,8.0,44000.0,76.7,16.1,38.9,17.1,82.1,10.0,26.3
,,,,,,99.0,,53412.0,90.4,29.0,54.9,30.2,99.5,0.0,4.5
1.0,-1.0,-1.0,-1.0,1.0,-1.0,127.0,180.0,35173.0,79.5,15.2,29.8,9.2,49.0,46.5,19.0
4.0,1.0,1.0,0.0,0.0,0.0,182.0,119.0,73061.0,96.2,48.9,42.0,17.9,93.8,4.4,2.3
3.0,0.0,1.0,-1.0,0.0,0.0,124.0,131.0,80963.0,93.9,26.6,35.2,10.8,90.6,2.4,4.6
4.0,0.0,1.0,1.0,0.0,0.0,123.0,101.0,47964.0,95.9,35.4,54.5,26.4,98.0,1.1,8.4
5.0,1.0,1.0,1.0,0.0,0.0,166.0,134.0,144281.0,95.4,68.2,42.2,16.5,66.3,2.6,10.0
2.0,-1.0,-1.0,0.0,0.0,0.0,159.0,109.0,50749.0,89.7,34.4,32.5,13.9,48.5,47.9,4.6
3.0,0.0,0.0,0.0,0.0,1.0,124.0,44.0,38098.0,88.3,30.3,29.8,15.3,84.6,15.1,3.2
,,0.0,,,,131.0,,43227.0,88.2,21.5,50.3,23.5,69.1,1.8,1.8
4.0,0.0,1.0,,,1.0,102.0,30.0,36691.0,81.2,17.6,37.6,18.4,64.8,20.7,17.0
4.0,0.0,0.0,1.0,,,,,53042.0,89.1,13.6,41.6,21.2,98.7,0.7,1.2
3.0,0.0,0.0,0.0,0.0,-1.0,204.0,118.0,56015.0,93.0,36.6,43.5,18.9,93.5,6.1,2.7
1.0,0.0,-1.0,-1.0,0.0,-1.0,135.0,175.0,42736.0,85.7,13.1,40.3,18.9,62.0,37.5,8.6
,,1.0,,,1.0,103.0,23.0,55099.0,92.7,30.2,42.4,22.2,97.8,0.7,1.6
4.0,1.0,-1.0,0.0,0.0,1.0,118.0,83.0,47606.0,89.0,19.2,42.1,19.6,84.6,13.9,20.7
4.0,1.0,-1.0,1.0,0.0,0.0,133.0,122.0,82312.0,97.5,58.8,60.0,41.2,95.5,2.7,3.9
,,,,,0.0,167.0,92.0,63288.0,86.8,18.0,40.2,16.8,91.0,4.7,24.6
,,,1.0,,,,,78173.0,92.7,42.0,32.8,8.8,67.8,26.3,6.1
4.0,0.0,1.0,0.0,0.0,1.0,149.0,66.0,70141.0,97.0,41.0,45.1,20.7,93.2,4.9,2.9
5.0,0.0,1.0,1.0,-1.0,0.0,138.0,39.0,47129.0,76.0,16.6,32.2,12.5,86.8,8.4,60.1
,,0.0,,,1.0,100.0,66.0,27102.0,70.3,6.8,38.5,14.7,55.0,42.9,26.4
3.0,0.0,1.0,0.0,0.0,-1.0,128.0,159.0,30027.0,74.7,16.5,36.4,16.1,40.9,58.5,1.9
5.0,0.0,1.0,1.0,0.0,0.0,168.0,106.0,95407.0,93.6,40.2,36.4,9.7,73.1,18.8,18.3
3.0,-1.0,0.0,0.0,0.0,0.0,147.0,57.0,46360.0,85.6,19.0,41.1,18.0,86.0,4.9,20.5
3.0,0.0,-1.0,0.0,0.0,1.0,115.0,58.0,82321.0,96.6,74.5,33.1,8.8,85.2,6.5,11.3
4.0,1.0,-1.0,0.0,1.0,0.0,134.0,105.0,67795.0,92.0,28.9,43.7,21.6,83.9,11.1,18.7
,,,,-1.0,1.0,84.0,42.0,34350.0,73.0,8.5,36.4,11.3,63.1,36.4,5.4
,,,,,,,,84458.0,90.4,67.5,33.9,9.2,77.1,12.2,20.1
3.0,0.0,-1.0,-1.0,0.0,0.0,107.0,124.0,40173.0,85.3,14.7,41.1,19.0,67.4,31.9,3.7
,,,,,1.0,,16.0,59257.0,95.2,24.4,42.4,20.7,98.3,0.3,2.5
,,1.0,,,0.0,80.0,45.0,38301.0,80.2,14.3,47.2,26.6,73.1,24.0,6.0
1.0,1.0,-1.0,-1.0,0.0,-1.0,242.0,216.0,39295.0,66.0,19.2,27.8,11.8,67.9,1.4,12.1
5.0,0.0,1.0,1.0,0.0,,,,105904.0,97.9,74.6,44.5,23.4,85.8,2.2,10.3
3.0,0.0,-1.0,1.0,,1.0,103.0,30.0,40204.0,89.2,21.8,36.3,16.2,63.4,2.4,5.9
3.0,0.0,0.0,,0.0,1.0,119.0,27.0,55819.0,77.1,16.1,35.8,14.5,88.7,5.6,41.1
3.0,0.0,0.0,,,1.0,99.0,52.0,45316.0,75.2,15.6,37.5,16.9,82.8,15.3,32.1
3.0,0.0,1.0,-1.0,0.0,0.0,148.0,61.0,61450.0,97.8,70.5,28.0,11.9,87.5,6.9,4.8
4.0,-1.0,1.0,0.0,0.0,-1.0,251.0,104.0,88394.0,95.3,40.6,41.9,17.8,89.6,7.2,2.4
4.0,1.0,-1.0,1.0,-1.0,-1.0,186.0,177.0,51237.0,80.5,18.5,32.8,11.5,47.3,2.1,75.3
5.0,1.0,-1.0,1.0,0.0,-1.0,278.0,104.0,,,,,,,,
4.0,0.0,0.0,-1.0,0.0,0.0,125.0,104.0,38332.0,89.4,30.0,30.9,9.2,79.7,11.6,50.0
3.0,0.0,-1.0,1.0,0.0,0.0,189.0,53.0,38256.0,89.2,23.9,38.4,18.2,95.8,3.5,1.5
3.0,0.0,-1.0,1.0,0.0,1.0,127.0,75.0,44797.0,88.7,15.9,42.6,18.3,94.4,4.4,1.8
5.0,,0.0,1.0,,1.0,98.0,60.0,65788.0,94.3,21.3,37.7,13.7,99.0,0.6,4.4
,,,,,,,,52112.0,95.2,45.1,36.2,17.3,68.5,27.0,7.2
5.0,0.0,1.0,1.0,0.0,0.0,122.0,132.0,66272.0,92.1,31.8,47.3,23.4,95.8,1.3,9.7
5.0,,,1.0,-1.0,,,,71684.0,92.2,45.3,37.3,14.6,86.1,11.9,5.2
,,,,,,,,49256.0,95.7,26.0,49.7,29.3,98.7,0.0,3.3
,,0.0,,,0.0,133.0,55.0,38259.0,74.3,9.5,38.3,15.9,77.8,19.2,10.3
3.0,,0.0,,0.0,1.0,,58.0,22069.0,76.3,8.9,39.6,17.5,28.1,71.2,0.4
3.0,0.0,-1.0,0.0,0.0,1.0,118.0,93.0,55743.0,75.2,25.3,31.7,6.7,78.9,14.4,46.0
,,,,,,,80.0,51083.0,91.2,26.0,45.2,22.4,94.7,1.0,28.2
3.0,,0.0,0.0,0.0,0.0,106.0,57.0,43800.0,83.7,14.0,41.2,19.5,98.4,1.6,0.0
,,0.0,,,,110.0,68.0,73705.0,96.7,41.7,47.0,16.6,96.5,1.4,3.6
2.0,0.0,-1.0,,-1.0,-1.0,191.0,339.0,40265.0,79.2,16.0,37.0,15.5,39.0,56.8,37.7
3.0,0.0,-1.0,-1.0,0.0,-1.0,130.0,239.0,42973.0,80.2,16.1,31.6,11.1,84.7,7.7,61.5
3.0,1.0,0.0,-1.0,0.0,0.0,163.0,139.0,41906.0,68.0,21.1,33.4,15.3,90.0,0.2,87.8
3.0,-1.0,0.0,1.0,1.0,1.0,128.0,46.0,29815.0,79.7,19.3,37.6,16.3,33.0,66.3,2.5
2.0,0.0,-1.0,,-1.0,1.0,107.0,45.0,34628.0,75.0,14.9,36.8,15.0,66.6,33.7,0.7
3.0,0.0,-1.0,0.0,0.0,-1.0,132.0,145.0,94121.0,94.2,48.3,50.8,28.6,94.1,0.0,8.0
2.0,0.0,-1.0,-1.0,0.0,-1.0,304.0,208.0,49882.0,89.9,27.8,28.4,13.3,69.5,8.0,38.3
2.0,0.0,-1.0,-1.0,0.0,-1.0,147.0,191.0,51748.0,90.4,22.6,41.1,17.6,36.6,62.9,3.2
4.0,,1.0,0.0,,0.0,131.0,66.0,34726.0,81.8,17.0,37.1,18.3,67.7,2.4,47.0
4.0,0.0,1.0,0.0,0.0,0.0,138.0,115.0,39334.0,84.5,13.4,59.8,42.1,90.2,5.9,9.2
3.0,0.0,1.0,-1.0,0.0,-1.0,105.0,177.0,77751.0,89.5,33.5,39.7,19.0,83.0,4.2,30.9
3.0,1.0,-1.0,0.0,0.0,-1.0,146.0,175.0,27786.0,73.5,16.4,36.3,13.6,33.4,38.4,31.0
3.0,0.0,0.0,,0.0,1.0,102.0,74.0,57389.0,87.1,18.2,38.9,15.7,94.9,2.3,5.9
5.0,0.0,1.0,1.0,0.0,0.0,159.0,118.0,58550.0,98.6,71.5,28.8,11.5,77.5,6.5,3.3
,,,1.0,,,,,49882.0,89.9,27.8,28.4,13.3,69.5,8.0,38.3
3.0,0.0,0.0,0.0,0.0,0.0,145.0,82.0,39583.0,91.9,35.4,23.9,9.5,89.0,5.0,4.2
,,0.0,,,,50.0,,55179.0,93.7,21.9,60.0,35.3,99.1,0.4,1.6
5.0,1.0,-1.0,1.0,0.0,-1.0,267.0,166.0,95197.0,96.2,68.7,37.3,15.8,85.7,5.4,8.1
4.0,0.0,0.0,1.0,0.0,0.0,116.0,140.0,64393.0,93.9,36.3,42.9,16.8,97.2,0.5,4.1
,,0.0,,,,,,37045.0,80.1,16.9,41.6,17.6,48.1,52.1,1.2
4.0,0.0,-1.0,0.0,0.0,,,,61713.0,94.5,36.6,48.5,22.3,98.9,1.3,2.5
2.0,0.0,0.0,0.0,0.0,-1.0,206.0,159.0,57595.0,88.6,25.5,42.3,21.1,79.5,17.6,12.8
3.0,0.0,-1.0,1.0,,1.0,119.0,39.0,34550.0,82.3,16.5,50.1,25.9,97.3,2.5,1.4
3.0,0.0,0.0,0.0,0.0,-1.0,134.0,153.0,77528.0,95.0,22.7,39.9,14.3,92.6,1.1,4.3
3.0,,,1.0,,,,,,,,,,,,
4.0,,0.0,0.0,0.0,0.0,92.0,85.0,52115.0,79.2,14.8,35.6,16.2,65.5,9.9,44.0
4.0,0.0,0.0,0.0,0.0,1.0,106.0,43.0,17000.0,47.9,0.0,57.6,25.4,85.8,15.8,0.0
3.0,0.0,0.0,,,0.0,145.0,82.0,53438.0,76.2,15.3,35.0,15.3,78.3,1.2,38.5
3.0,0.0,0.0,1.0,0.0,-1.0,214.0,147.0,47789.0,92.5,33.4,38.3,15.0,95.1,2.2,1.6
2.0,0.0,1.0,-1.0,0.0,-1.0,195.0,228.0,76512.0,93.4,32.9,44.8,19.6,94.8,2.8,6.2
